Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Best_Selling_Region,Best_Selling_Region_Sales_Ratio,Platform_Sales_Contribution
Deca Sports 2,Wii,2009.0,Sports,Hudson Soft,0.31,0.33,0.09,0.07,0.8,49.0,7.0,tbd,,CAProduction,E,Europe,0.4125,0.0008971224796465337
Killzone: Mercenary,PSV,2013.0,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78.0,86.0,8.9,513.0,Guerilla Cambridge,M,Europe,0.4875,0.014864362690449648
Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72.0,9.0,4.6,5.0,Konami,E,Europe,0.4125,0.002760619759135926
Guitar Hero: Metallica,X360,2009.0,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,62.0,8.1,79.0,Neversoft Entertainment,T,North-America,0.65,0.0008321284806374105
Final Fantasy X / X-2 HD Remaster,PSV,2013.0,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86.0,14.0,8.5,223.0,Virtuos,T,Japan,0.35000000000000003,0.014864362690449648
Super Robot Taisen α,PS,2000.0,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8,,,,,,,Japan,0.9375,0.0010997924141818232
Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,68.0,16.0,8.3,15.0,EA Seattle,E,North-America,0.85,0.004058029826519226
Hasbro Family Game Night 3,Wii,2010.0,Misc,Electronic Arts,0.46,0.27,0.0,0.07,0.8,,,tbd,,Electronic Arts,E,North-America,0.575,0.0008971224796465337
Tales of Destiny 2,PS2,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8,,,,,,,Japan,1.0,0.0006485820375204709
Capcom's Soccer Shootout,SNES,1993.0,Sports,Nintendo,0.0,0.0,0.8,0.0,0.8,,,,,,,Japan,1.0,0.003999000249937516
Rayman Raving Rabbids 2,DS,2007.0,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,57.0,8.0,7,15.0,Ubisoft Paris,E10+,North-America,0.9125,0.0009953591380189866
The Sims 2: Pets,PSP,2006.0,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.79,57.0,9.0,7.3,10.0,Maxis,T,Europe,0.4810126582278481,0.002726112012146727
Alien,2600,1981.0,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,,,,,,,North-America,0.9367088607594937,0.009125563128104426
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,73.0,31.0,8.6,61.0,Spike,T,North-America,0.8354430379746836,0.000640474762051465
Guitar Hero: Aerosmith,PS2,2008.0,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71.0,11.0,6.3,15.0,BudCat,T,North-America,0.7721518987341771,0.000640474762051465
Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,LucasArts,0.43,0.29,0.0,0.07,0.79,48.0,10.0,6.4,5.0,Krome Studios,T,North-America,0.5443037974683544,0.0008859084486509521
Ridge Racer,PS,1994.0,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79,,,,,,,Japan,0.9367088607594937,0.0010860450090045505
pro evolution soccer 2011,PSP,2010.0,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74.0,10.0,5.8,5.0,Konami,E,Europe,0.37974683544303794,0.002726112012146727
Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,79.0,28.0,8.9,148.0,Marvelous,E,North-America,0.7721518987341771,0.004007304453687735
All Star Cheer Squad,Wii,2008.0,Sports,THQ,0.43,0.29,0.0,0.08,0.79,,,5.2,10.0,Gorilla Games,E,North-America,0.5443037974683544,0.0008859084486509521
Momotarou Dentetsu 7,PS,1997.0,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.05,0.79,,,,,,,Japan,0.9367088607594937,0.0010860450090045505
DmC: Devil May Cry,PS3,2013.0,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,Ninja Theory,M,Europe,0.3291139240506329,0.0008484132524297912
Motocross Mania,PS,2001.0,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,34.0,6.0,5.3,6.0,Deibus Studios,E,North-America,0.5569620253164557,0.0010860450090045505
EA Sports Active NFL Training Camp,Wii,2010.0,Sports,Electronic Arts,0.75,0.0,0.0,0.05,0.79,,,tbd,,EA Sports,E,North-America,0.9493670886075949,0.0008859084486509521
Darksiders II,X360,2012.0,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8,456.0,Vigil Games,M,North-America,0.569620253164557,0.0008217268746294428
Need for Speed Rivals,X360,2013.0,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76.0,12.0,5.4,107.0,Ghost Games,E10+,North-America,0.46835443037974683,0.0008217268746294428
[Prototype 2],X360,2012.0,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7,173.0,Radical Entertainment,M,North-America,0.6075949367088607,0.0008217268746294428
Mega Man 5,NES,1992.0,Platform,Capcom,0.39,0.07,0.32,0.01,0.79,,,,,,,North-America,0.4936708860759494,0.0031465328394471664
WCW Mayhem,N64,1999.0,Fighting,Electronic Arts,0.63,0.15,0.0,0.01,0.79,,,,,,,North-America,0.7974683544303797,0.003620365702763393
Dance Dance Revolution SuperNOVA 2,PS2,2007.0,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70.0,10.0,tbd,,Konami,E10+,North-America,0.810126582278481,0.000640474762051465
Armored Core 2,PS2,2000.0,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78.0,23.0,8.4,19.0,From Software,T,North-America,0.35443037974683544,0.000640474762051465
Dragon Quest Monsters 2,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.79,0.0,0.79,,,,,,,Japan,1.0,0.0030629652605459056
The Godfather II,X360,2009.0,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.0,72.0,6.9,60.0,EA Redwood Shores,M,North-America,0.5949367088607594,0.0008217268746294428
Dragon's Dogma,X360,2012.0,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,Capcom,M,North-America,0.5316455696202531,0.0008217268746294428
Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,Konami,E,Europe,0.5316455696202531,0.0025140820418165038
The Amazing Spider-Man (Console Version),PS3,2012.0,Action,Activision,0.31,0.35,0.0,0.13,0.79,,,,,,,Europe,0.4430379746835443,0.0008484132524297912
Major League Baseball Featuring Ken Griffey Jr,N64,1998.0,Sports,Nintendo,0.75,0.03,0.0,0.01,0.79,,,,,,,North-America,0.9493670886075949,0.003620365702763393
Rare Replay,XOne,2015.0,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84.0,75.0,7.7,325.0,Rare Ltd.,M,North-America,0.620253164556962,0.0049548419468138484
Band Hero,X360,2009.0,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,52.0,5,30.0,Neversoft Entertainment,E10+,North-America,0.6455696202531646,0.0008217268746294428
NCAA Football 08,PS2,2007.0,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,6.0,8.3,23.0,EA Tiburon,E,North-America,0.8227848101265822,0.000640474762051465
FIFA Soccer 2004,XB,2003.0,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,82.0,20.0,8.2,23.0,EA Canada,E,Europe,0.620253164556962,0.0031338014201277324
The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,5.0,7.3,18.0,Maxis,E10+,Europe,0.5822784810126582,0.002726112012146727
Star Ocean: The Last Hope,X360,2009.0,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72.0,56.0,7.2,150.0,"Square Enix, Tri-Ace",T,North-America,0.4050632911392405,0.0008217268746294428
Sniper: Ghost Warrior,PS3,2011.0,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53.0,17.0,6,34.0,City Interactive,M,Europe,0.43037974683544306,0.0008484132524297912
Invizimals,PSP,2009.0,Strategy,Sony Computer Entertainment,0.17,0.5,0.0,0.11,0.79,69.0,32.0,7.3,19.0,Novarama,E10+,Europe,0.6329113924050632,0.002726112012146727
Forza Horizon 2,X360,2014.0,Racing,Microsoft Game Studios,0.35,0.37,0.0,0.06,0.78,,,5.1,116.0,"Sumo Digital, Playground Games",E10+,Europe,0.47435897435897434,0.0008113252686214752
The 7th Guest,PC,1992.0,Adventure,Virgin Interactive,0.02,0.77,0.0,0.0,0.78,,,,,Trilobyte,T,Europe,0.9871794871794871,0.0030443776589516415
WWE 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.36,0.29,0.0,0.13,0.78,55.0,5.0,3.1,57.0,Yuke's,T,North-America,0.4615384615384615,0.0008376738441711862
Too Human,X360,2008.0,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65.0,80.0,7,458.0,Silicon Knights,T,North-America,0.48717948717948717,0.0008113252686214752
Yars' Revenge,2600,1982.0,Shooter,Atari,0.73,0.04,0.0,0.01,0.78,,,,,,,North-America,0.9358974358974358,0.009010049670786648
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,38.0,7.7,9.0,EA Tiburon,E,North-America,0.5384615384615384,0.0008376738441711862
Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78,71.0,4.0,tbd,,Digital Illusions,E,North-America,0.717948717948718,0.002552188992866959
Doom,PS,1994.0,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,,,,,,,North-America,0.5512820512820512,0.0010722976038272777
Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,59.0,8.1,148.0,Ubisoft Shanghai,M,North-America,0.858974358974359,0.0008113252686214752
Buzz! The Hollywood Quiz,PS2,2007.0,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,,,,,,,Other,0.782051282051282,0.0006323674865824591
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,CyberConnect2,T,North-America,0.5512820512820512,0.0008113252686214752
Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79.0,63.0,8.1,86.0,Camelot Software Planning,E10+,North-America,0.6538461538461539,0.0009704751595685118
Fight Night Champion,X360,2011.0,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,105.0,EA Canada,M,North-America,0.5128205128205129,0.0008113252686214752
Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,,,,,,,North-America,0.5512820512820512,0.0010722976038272777
Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,192.0,Techland,M,North-America,0.5641025641025641,0.0008113252686214752
Madden NFL 16,PS3,2015.0,Sports,Electronic Arts,0.57,0.06,0.0,0.14,0.78,,,3.1,18.0,EA Sports,E,North-America,0.7307692307692307,0.0008376738441711862
Battle Stations,PS,1997.0,Strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78,,,,,,,North-America,0.5512820512820512,0.0010722976038272777
Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,LucasArts,E10+,North-America,0.782051282051282,0.0009704751595685118
The World Ends With You,DS,2007.0,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,59.0,8.9,283.0,Jupiter Corporation,T,North-America,0.6282051282051282,0.0009704751595685118
Drawn to Life,DS,2007.0,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,8.2,30.0,5TH Cell,E,North-America,0.9102564102564101,0.0009704751595685118
Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,39.0,7.7,87.0,Firaxis Games,E10+,North-America,0.6282051282051282,0.0008376738441711862
NBA 2K7,PS2,2006.0,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81.0,12.0,8.4,18.0,"Kush Games, Visual Concepts",E,North-America,0.8333333333333334,0.0006323674865824591
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78,,,,,,,Japan,1.0,0.0038990252436890776
Jr. Pac-Man,2600,1983.0,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78,,,,,,,North-America,0.923076923076923,0.009010049670786648
James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,17.0,8.6,46.0,Eurocom Entertainment Software,T,North-America,0.7692307692307692,0.0039565790808562444
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013.0,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78,,,,,,,North-America,0.47435897435897434,0.00949367088607595
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,Eurocom Entertainment Software,T,North-America,0.4230769230769231,0.0008376738441711862
NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78,,,,,,,North-America,0.5512820512820512,0.0010722976038272777
Rayman Origins,X360,2011.0,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,87.0,55.0,8.2,209.0,UBlart Montpellier,E10+,North-America,0.48717948717948717,0.0008113252686214752
Galaxian,2600,1982.0,Shooter,Atari,0.72,0.05,0.0,0.01,0.77,,,,,,,North-America,0.935064935064935,0.00889453621346887
Aliens: Colonial Marines,X360,2013.0,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,Gearbox Software,M,North-America,0.4675324675324675,0.0008009236626135075
Lips,X360,2008.0,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,43.0,7.4,34.0,iNiS,T,Europe,0.7272727272727273,0.0008009236626135075
Andretti Racing,PS,1996.0,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,,,,,,,North-America,0.5584415584415584,0.001058550198650005
Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,Interplay,0.43,0.29,0.0,0.05,0.77,,,,,,,North-America,0.5584415584415584,0.001058550198650005
Air Raid,2600,1981.0,Action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77,,,,,,,North-America,0.935064935064935,0.00889453621346887
MadWorld,Wii,2009.0,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.0,74.0,8.6,176.0,PlatinumGames,M,North-America,0.5844155844155844,0.0008634803866597887
Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,14.0,7.1,19.0,EA Games,E,Europe,0.4285714285714286,0.002657096518168329
Perfect Dark Zero,X360,2005.0,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,75.0,7.3,229.0,Rare Ltd.,M,North-America,0.8571428571428572,0.0008009236626135075
Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,30.0,6.3,46.0,"EA Canada, Nihilistic",T,North-America,0.8311688311688311,0.0006242602111134532
Boxing,2600,1980.0,Fighting,Activision,0.72,0.04,0.0,0.01,0.77,,,,,,,North-America,0.935064935064935,0.00889453621346887
Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,13.0,8.5,24.0,Eden Studios,E,North-America,0.5584415584415584,0.001058550198650005
ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,0.18,0.49,0.0,0.1,0.77,66.0,5.0,tbd,,Ubisoft,E10+,Europe,0.6363636363636364,0.0008634803866597887
Avatar: The Game,X360,2009.0,Action,Ubisoft,0.34,0.35,0.0,0.08,0.77,,,,,,,Europe,0.45454545454545453,0.0008009236626135075
Resident Evil: Operation Raccoon City,X360,2012.0,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52.0,56.0,4.9,330.0,Slant Six,M,North-America,0.7142857142857143,0.0008009236626135075
UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,THQ,E,North-America,0.6883116883116883,0.0008009236626135075
Crystal Castles,2600,1983.0,Action,Atari,0.72,0.04,0.0,0.01,0.77,,,,,,,North-America,0.935064935064935,0.00889453621346887
Worms: Open Warfare,PSP,2006.0,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,22.0,6.6,18.0,Team 17,E10+,Europe,0.5584415584415584,0.002657096518168329
Puzzler World,DS,2009.0,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.77,,,tbd,,Ubisoft,E,North-America,0.5324675324675324,0.0009580331703432745
Conker's Bad Fur Day,N64,2001.0,Platform,THQ,0.53,0.22,0.0,0.02,0.77,,,,,,,North-America,0.6883116883116883,0.0035287108748453325
Dragon Warrior I&II,GB,1999.0,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77,,,,,,,Japan,1.0,0.0030264916280166652
Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,0.55,0.2,0.0,0.01,0.77,38.0,14.0,5,6.0,David A. Palmer Productions,E,North-America,0.7142857142857143,0.0025194686211635364
Ghost Squad,Wii,2007.0,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,42.0,7.5,31.0,"Artificial Mind and Movement, Polygon Magic",T,North-America,0.5454545454545454,0.0008634803866597887
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003.0,Shooter,SCi,0.38,0.29,0.0,0.1,0.77,,,,,,,North-America,0.4935064935064935,0.0006242602111134532
Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,33.0,8.7,16.0,Capcom,T,North-America,0.4935064935064935,0.0006242602111134532
Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,8.4,27.0,Rare Ltd.,E,North-America,0.5844155844155844,0.0025194686211635364
All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,15.0,8.4,17.0,Acclaim Studios Austin,E,North-America,0.4935064935064935,0.0006242602111134532
Unlimited Saga,PS2,2002.0,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45.0,26.0,3,29.0,SquareSoft,T,Japan,0.7272727272727273,0.0006242602111134532
Pokemon Dash,DS,2004.0,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,28.0,5.9,34.0,Ambrella,E,Japan,0.4935064935064935,0.0009580331703432745
Dragon Ball: Raging Blast,PS3,2009.0,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57.0,26.0,7.2,58.0,Spike,T,North-America,0.4805194805194805,0.0008269344359125813
Twisted Metal: Head On,PSP,2005.0,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,45.0,8.2,38.0,Incognito Inc.,T,North-America,0.922077922077922,0.002657096518168329
Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76,69.0,6.0,tbd,,Nintendo,E,Europe,0.42105263157894735,0.0009455911811180371
Sonic Unleashed,PS2,2008.0,Platform,Sega,0.37,0.04,0.0,0.36,0.76,66.0,5.0,6.7,49.0,Sonic Team,E10+,North-America,0.4868421052631579,0.0006161529356444474
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.37,0.29,0.0,0.1,0.76,,,9,40.0,Sand Grain Studios,T,North-America,0.4868421052631579,0.0006161529356444474
Formula 1,PS,1996.0,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,,,,,,,Japan,0.5526315789473684,0.001044802793472732
Tetris Party Deluxe,DS,2010.0,Puzzle,Nintendo,0.28,0.3,0.12,0.07,0.76,76.0,11.0,tbd,,"Tetris Online, Inc",E,Europe,0.39473684210526316,0.0009455911811180371
Banjo-Kazooie: Nuts & Bolts,X360,2008.0,Platform,Microsoft Game Studios,0.32,0.35,0.0,0.08,0.76,,,,,,,Europe,0.4605263157894737,0.0007905220566055399
FIFA 12,Wii,2011.0,Sports,Electronic Arts,0.15,0.5,0.0,0.11,0.76,,,,,,,Europe,0.6578947368421053,0.000852266355664207
My Baby Girl,DS,2008.0,Simulation,Nobilis,0.61,0.09,0.0,0.06,0.76,,,tbd,,Dancing Dots,E,North-America,0.8026315789473684,0.0009455911811180371
Driv3r,XB,2004.0,Racing,Atari,0.36,0.38,0.0,0.03,0.76,56.0,57.0,4.7,69.0,Reflections Interactive,M,Europe,0.5,0.0030147963029076917
Mercenaries: Playground of Destruction,PS2,2005.0,Action,LucasArts,0.64,0.02,0.0,0.1,0.76,,,,,,,North-America,0.8421052631578947,0.0006161529356444474
The Walking Dead: Season One,PS3,2012.0,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,,,,,,,North-America,0.5263157894736842,0.0008161950276539763
MTV Celebrity Deathmatch,PS2,2003.0,Fighting,Gotham Games,0.37,0.29,0.0,0.1,0.76,,,,,,,North-America,0.4868421052631579,0.0006161529356444474
Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76,,,,,,,Japan,0.5657894736842105,0.001044802793472732
ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76,94.0,4.0,8.7,40.0,KCET,E,Japan,0.9342105263157894,0.001044802793472732
Need For Speed: Undercover,PSP,2008.0,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,7.0,6.8,37.0,Piranha Games,T,Europe,0.40789473684210525,0.0026225887711791296
Metroid Prime Hunters,DS,2006.0,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85.0,54.0,8,188.0,Nintendo,T,North-America,0.7499999999999999,0.0009455911811180371
Bayonetta 2,WiiU,2014.0,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91.0,80.0,8.2,1217.0,PlatinumGames,M,North-America,0.42105263157894735,0.009250243427458617
Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,LucasArts,0.38,0.23,0.0,0.15,0.76,63.0,25.0,8,41.0,Savage Entertainment,T,North-America,0.5,0.0026225887711791296
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010.0,Racing,Sega,0.37,0.32,0.0,0.07,0.76,,,,,,,North-America,0.4868421052631579,0.0007905220566055399
Tony Hawk's Pro Skater 2,N64,2001.0,Sports,Activision,0.59,0.16,0.0,0.01,0.76,,,,,,,North-America,0.7763157894736842,0.003482883460886302
Final Fantasy II,NES,1988.0,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,,,,,,Japan,1.0,0.0030270442506074003
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002.0,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76,,,,,,,Japan,1.0,0.0006161529356444474
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,,,,,,,Japan,0.8157894736842105,0.002486748249460114
Doom (2016),XOne,2016.0,Shooter,Bethesda Softworks,0.44,0.25,0.0,0.07,0.76,,,,,,,North-America,0.5789473684210527,0.004766683391871551
Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65.0,47.0,6.9,30.0,Sony Bend,M,North-America,0.4868421052631579,0.0006161529356444474
FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76,,,6.6,7.0,EA Sports,E,Other,0.47368421052631576,0.0006161529356444474
The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52.0,29.0,3.3,31.0,EA Games,T,Europe,0.4868421052631579,0.002946650124069479
Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,81.0,53.0,8.8,24.0,Midway,M,North-America,0.8026315789473684,0.0030147963029076917
That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,Vicarious Visions,E,North-America,0.7105263157894737,0.002486748249460114
DJ Hero,Wii,2009.0,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,Exient Entertainment,T,North-America,0.5921052631578947,0.000852266355664207
Toy Story 3: The Video Game,X360,2010.0,Action,Disney Interactive Studios,0.41,0.27,0.0,0.07,0.76,,,,,,,North-America,0.5394736842105263,0.0007905220566055399
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002.0,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,,,,,,,North-America,0.40789473684210525,0.0006161529356444474
Portal 2,PC,2011.0,Shooter,Valve Software,0.33,0.32,0.0,0.1,0.76,95.0,52.0,8.8,5999.0,Valve Software,E10+,North-America,0.4342105263157895,0.002966316693337497
Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,"Gearbox Software, 3D Realms",M,North-America,0.4342105263157895,0.0008161950276539763
Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts,0.52,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0,"LucasArts, Red Fly Studio",T,North-America,0.6842105263157895,0.000852266355664207
Legends of Wrestling,PS2,2001.0,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,,,,,,,North-America,0.4868421052631579,0.0006161529356444474
True Crime: New York City,PS2,2005.0,Action,Activision,0.57,0.02,0.07,0.09,0.76,,,,,,,North-America,0.7499999999999999,0.0006161529356444474
